datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
8/17/2001,33.1,26.7,30,41.8,26.7,35.5,24.8,74.4,0,0,0,,,,,24.1,286.8,997.3,52.3,3.7,,,,,2001-08-17T05:51:13,2001-08-17T18:58:46,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
8/18/2001,35.1,27.1,30.9,44,29.7,36.6,24.3,68.7,0,0,0,,,,,27.7,275.1,997.7,40.8,3.4,,,,,2001-08-18T05:51:45,2001-08-18T18:57:48,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
8/19/2001,35.1,27.1,31,44.1,28.9,36,23.4,64.4,0,0,0,,,,,33.6,275.9,999.7,49.4,3.2,,,,,2001-08-19T05:52:17,2001-08-19T18:56:49,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
8/20/2001,35.1,26.1,31.3,41.4,26.1,35.9,23.3,63.7,0,0,0,,,,,18.4,286.1,1001.9,37.8,3.7,,,,,2001-08-20T05:52:49,2001-08-20T18:55:48,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
8/21/2001,36.1,28.1,32.2,45,31.4,37.7,23.6,61.8,0,0,0,,,,,18.4,303.6,1001.9,45,3.5,,,,,2001-08-21T05:53:21,2001-08-21T18:54:48,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
8/22/2001,36.1,28.1,32.3,43.3,30.8,37.3,23.2,60.1,0,0,0,,,,,22.3,304,998.7,40.8,3.5,,,,,2001-08-22T05:53:52,2001-08-22T18:53:46,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
8/23/2001,37.1,28.1,31.8,42.2,30.8,36.5,23,61,0,0,0,,,,,18.4,295.8,1000.1,33.7,3.4,,,,,2001-08-23T05:54:23,2001-08-23T18:52:44,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"421,820,999,994,218,000,000,000,000,000,000"
8/24/2001,36.1,28.1,31.5,40.9,30.8,36.1,22.9,61.8,0,0,0,,,,,18.4,299.7,1000.4,46.6,3.6,,,,,2001-08-24T05:54:55,2001-08-24T18:51:41,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
8/25/2001,36.1,25.7,32.2,40.7,25.7,36.3,22.3,57.1,0,0,0,,,,,25.9,302.8,1002.3,46.6,3.6,,,,,2001-08-25T05:55:26,2001-08-25T18:50:37,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
8/26/2001,37.1,28.1,32.1,41.2,29.7,35.4,21.4,54.4,0,0,0,,,,,25.9,298.7,1000.7,25,3.5,,,,,2001-08-26T05:55:56,2001-08-26T18:49:33,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
8/27/2001,37.1,27.1,32,41.2,28.6,34.5,20.4,51.6,0,0,0,,,,,29.5,293.1,998.2,13.3,3.4,,,,,2001-08-27T05:56:27,2001-08-27T18:48:28,0.33,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
8/28/2001,38.1,27.1,32,40.7,28.6,34.2,20,50.2,0,0,0,,,,,27.7,286.9,997,14.3,3.8,,,,,2001-08-28T05:56:58,2001-08-28T18:47:22,0.38,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
8/29/2001,37.1,27.1,31.6,40.2,28.3,34.5,20.9,54.2,0,0,0,,,,,21.3,286.3,997.4,21.6,3.5,,,,,2001-08-29T05:57:28,2001-08-29T18:46:16,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
8/30/2001,36.1,27.1,31.9,40.9,28.9,35.7,21.9,56.2,0,0,0,,,,,18.4,313.2,998.3,26.1,3.6,,,,,2001-08-30T05:57:58,2001-08-30T18:45:10,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
8/31/2001,38.1,27.1,32.6,43.5,28.9,36.8,22.2,55.5,0,0,0,,,,,18.4,321.5,999.7,37.6,3.4,,,,,2001-08-31T05:58:29,2001-08-31T18:44:02,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
9/1/2001,37.1,29.1,32.4,42.2,30.9,36.5,22.3,56.2,0,0,0,,,,,20.5,319.2,1001.2,28.9,3.5,,,,,2001-09-01T05:58:59,2001-09-01T18:42:55,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
9/2/2001,36.1,28.1,30.9,42.7,30.1,36,23.6,66,3.452,100,16.67,rain,,,,30.7,304.6,1001.6,43.1,3.3,,,,,2001-09-02T05:59:29,2001-09-02T18:41:47,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"4,218,209,999,942,180,000,000"
9/3/2001,36.1,24.4,31,43.2,24.4,34.7,22.3,61.6,88.804,100,20.83,rain,,,,22.3,293.4,1003.1,42.5,3.5,,,,,2001-09-03T05:59:58,2001-09-03T18:40:38,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"4,218,209,999,942,180,000,000"
9/4/2001,36.1,26.9,31.8,41.6,29.3,36.1,22.9,60.9,8.176,100,12.5,rain,,,,18.4,296,1002.8,32,3.3,,,,,2001-09-04T06:00:28,2001-09-04T18:39:29,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"4,218,209,999,942,180,000,000"
9/5/2001,37.1,27.1,32,41.2,28.9,35.2,21.3,54.5,0,0,0,,,,,22.3,298.8,1001.7,26.8,3.7,,,,,2001-09-05T06:00:58,2001-09-05T18:38:20,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
9/6/2001,37.1,26.1,31.5,41,26.1,34.5,21.4,56.5,0,0,0,,,,,20.5,321.6,1003.3,30.8,3.6,,,,,2001-09-06T06:01:27,2001-09-06T18:37:10,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
9/7/2001,35.4,27.1,30.1,40.3,27.5,32.8,21.2,60.2,0.777,100,12.5,rain,,,,18.4,306.1,1005.7,43.2,3.5,,,,,2001-09-07T06:01:57,2001-09-07T18:36:00,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"4,218,209,999,942,180,000,000"
9/8/2001,37.1,26.1,31.4,40.9,26.1,34.9,22,59.4,1.639,100,20.83,rain,,,,14.8,309.7,1006.4,17.1,3.4,,,,,2001-09-08T06:02:26,2001-09-08T18:34:49,0.64,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"4,218,209,999,942,180,000,000"
9/9/2001,38.1,26.7,31.9,39.5,28.8,34.5,20.6,53.6,1.293,100,12.5,rain,,,,27.7,304.8,1003.9,23.1,3.7,,,,,2001-09-09T06:02:56,2001-09-09T18:33:38,0.69,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain,"4,218,209,999,942,180,000,000"
9/10/2001,37.1,28.1,32.5,38.9,29.3,34.8,20.1,49.7,0,0,0,,,,,26.4,300.8,1001.7,13.7,3.7,,,,,2001-09-10T06:03:25,2001-09-10T18:32:27,0.74,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
9/11/2001,37.1,27.1,31.7,40.8,28.6,34.6,21,54.8,0,0,0,,,,,22.3,312.6,1003.1,13,3.4,,,,,2001-09-11T06:03:55,2001-09-11T18:31:16,0.79,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
9/12/2001,37.1,27.7,32.2,46.8,31.2,36.2,22.1,57.5,0,0,0,,,,,22.3,311.8,1004.1,25.8,3.4,,,,,2001-09-12T06:04:24,2001-09-12T18:30:05,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
9/13/2001,37.1,27.7,32.2,39.4,30.8,35.7,21.8,56,0,0,0,,,,,14.8,338.2,1003.9,27,3.4,,,,,2001-09-13T06:04:53,2001-09-13T18:28:53,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
9/14/2001,37.1,25.1,30,39.4,25.1,31.9,20.6,59.2,6.054,100,16.67,rain,,,,22.3,317.2,1006.2,55.1,3.3,,,,,2001-09-14T06:05:22,2001-09-14T18:27:41,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"4,218,209,999,942,180,000,000"
9/15/2001,34.1,24.1,28.6,34.7,24.1,29.4,19.6,60.6,5.45,100,12.5,rain,,,,33,328.4,1008.1,61.1,3.3,,,,,2001-09-15T06:05:52,2001-09-15T18:26:29,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"4,218,209,999,942,180,000,000"
9/16/2001,36.1,23.6,29.3,36.4,23.6,30.5,20.3,60.9,0,0,0,,,,,22.3,320.2,1007.5,11.3,3.4,,,,,2001-09-16T06:06:21,2001-09-16T18:25:17,1,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
9/17/2001,35.1,25.1,30,36.4,25.1,31.1,19.7,56.8,0,0,0,,,,,27.7,307.6,1005.3,8.7,3.6,,,,,2001-09-17T06:06:51,2001-09-17T18:24:05,0,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
9/18/2001,37.1,23.8,30.8,36.5,23.8,31.8,18.9,52.5,0,0,0,,,,,24.1,320.2,1004.1,3.2,3.4,,,,,2001-09-18T06:07:20,2001-09-18T18:22:53,0.01,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
9/19/2001,39.1,24.7,31.3,38.1,24.7,31.6,17.1,47.3,0,0,0,,,,,31.3,305.4,1003.9,11,3.1,,,,,2001-09-19T06:07:50,2001-09-19T18:21:41,0.03,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
9/20/2001,39.1,24.3,32.1,38.1,24.3,32.1,16.2,41.9,0,0,0,,,,,14.8,319,1004.8,0,3,,,,,2001-09-20T06:08:19,2001-09-20T18:20:28,0.06,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
9/21/2001,38.1,23.5,31.4,37.7,23.5,31.6,16.7,44.2,0,0,0,,,,,18.4,353,1006.8,6.8,3.8,,,,,2001-09-21T06:08:49,2001-09-21T18:19:16,0.11,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
9/22/2001,37.1,24.1,30.7,38.1,24.1,31.4,17.8,48.5,0,0,0,,,,,16.6,334.8,1006.8,1.3,3.4,,,,,2001-09-22T06:09:19,2001-09-22T18:18:04,0.16,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
9/23/2001,37.1,25,31.3,38.3,25,32.3,18.5,49.6,0,0,0,,,,,14.8,336.7,1006.5,26.3,3,,,,,2001-09-23T06:09:49,2001-09-23T18:16:52,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
9/24/2001,38.1,23.6,30.7,36.7,23.6,30.9,17.3,48.8,0,0,0,,,,,14.8,355.4,1006,4.7,3,,,,,2001-09-24T06:10:19,2001-09-24T18:15:40,0.26,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
9/25/2001,38.1,24,30.9,38.7,24,31.4,17.4,47,0,0,0,,,,,11.2,15.6,1006.4,4.8,2.8,,,,,2001-09-25T06:10:49,2001-09-25T18:14:28,0.31,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
9/26/2001,37.1,22.9,30.8,36.6,22.9,30.9,16.6,45.7,0,0,0,,,,,14.8,10.2,1005,1.6,2.4,,,,,2001-09-26T06:11:19,2001-09-26T18:13:17,0.35,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
9/27/2001,37.1,22.4,29.7,36.6,22.4,30,16.9,48.7,0,0,0,,,,,22.3,312.5,1004.8,0,2.3,,,,,2001-09-27T06:11:50,2001-09-27T18:12:05,0.39,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
9/28/2001,38.1,22.8,30.4,38.6,22.8,30.5,16.5,47.2,0,0,0,,,,,13,3.3,1004.9,0,2.5,,,,,2001-09-28T06:12:21,2001-09-28T18:10:54,0.43,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
9/29/2001,36.1,23.1,30.1,37.4,23.1,31.1,18.5,52,0,0,0,,,,,14.8,109.3,1005.4,11.7,2.8,,,,,2001-09-29T06:12:51,2001-09-29T18:09:43,0.46,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
9/30/2001,32.1,25.1,28.5,34.3,25.1,30.4,21.6,67.1,1.812,100,12.5,rain,,,,18.9,99.1,1006.6,40.2,3.2,,,,,2001-09-30T06:13:23,2001-09-30T18:08:32,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"4,218,209,999,942,180,000,000"
10/1/2001,34.6,24.8,28.1,39.9,24.8,30.2,22.9,74.9,1.812,100,12.5,rain,,,,22.3,88.9,1006,63.3,2.5,,,,,2001-10-01T06:13:54,2001-10-01T18:07:22,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"4,218,209,999,942,180,000,000"
10/2/2001,32.1,24.2,27.2,35.9,24.2,28.8,22.4,75.4,0,0,0,,,,,18.4,101.7,1006.5,64.8,3.2,,,,,2001-10-02T06:14:26,2001-10-02T18:06:12,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
10/3/2001,32.1,24.7,28.5,35.9,24.7,30.5,22.3,70.7,0,0,0,,,,,24.1,104.8,1005.9,60.3,3.5,,,,,2001-10-03T06:14:57,2001-10-03T18:05:02,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
10/4/2001,33.1,25.1,28.3,38.2,25.1,30.2,23.2,75.5,3.881,100,12.5,rain,,,,14.8,88,1005.7,57.7,3.3,,,,,2001-10-04T06:15:30,2001-10-04T18:03:52,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"4,218,209,999,942,180,000,000"
10/5/2001,34.1,24.4,29,38.4,24.4,30.8,22.6,71.1,5.45,100,12.5,rain,,,,13,311.1,1005.1,28.9,2.4,,,,,2001-10-05T06:16:02,2001-10-05T18:02:44,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"4,218,209,999,942,180,000,000"
10/6/2001,36.1,23,29.4,36.9,23,30.4,19.7,59.1,0,0,0,,,,,13,325.6,1006.2,5.5,1.8,,,,,2001-10-06T06:16:35,2001-10-06T18:01:35,0.57,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
10/7/2001,36.1,22.7,29.1,35.5,22.7,29.6,18.6,56.5,0,0,0,,,,,14.8,357.5,1008.2,6.8,2,,,,,2001-10-07T06:17:08,2001-10-07T18:00:27,0.62,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
10/8/2001,35.1,21.5,28.8,34.8,21.5,28.8,17.5,54.5,0,0,0,,,,,11.2,5.6,1008.6,0,1.6,,,,,2001-10-08T06:17:41,2001-10-08T17:59:19,0.67,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
10/9/2001,37.1,21.4,28.3,35.6,21.4,28.4,17.3,55.3,0,0,0,,,,,7.6,342.2,1007.5,0.4,1.4,,,,,2001-10-09T06:18:15,2001-10-09T17:58:12,0.72,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
10/10/2001,38.1,21.3,29.3,36.4,21.3,28.8,15.1,47.8,0,0,0,,,,,14.8,247.6,1006.9,0,2,,,,,2001-10-10T06:18:48,2001-10-10T17:57:06,0.77,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
10/11/2001,36.1,21.8,29.4,36.3,21.8,29.5,15.3,44.1,0,0,0,,,,,14.8,117.4,1007.2,31.4,2.7,,,,,2001-10-11T06:19:23,2001-10-11T17:56:00,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"4,218,209,999,942,180,000,000"
10/12/2001,33.1,22.9,28.1,34.5,22.9,28.8,18.8,58,2.416,100,16.67,rain,,,,14.8,212.2,1008.9,46.2,3.3,,,,,2001-10-12T06:19:57,2001-10-12T17:54:55,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"4,218,209,999,942,180,000,000"
10/13/2001,35.1,21.2,27.9,36.4,21.2,28.7,18.8,60.7,1.812,100,12.5,rain,,,,11.2,317.6,1008.5,11.4,2.9,,,,,2001-10-13T06:20:32,2001-10-13T17:53:50,0.93,Rain,Clear conditions throughout the day with rain clearing later.,rain,"4,218,209,999,942,180,000,000"
10/14/2001,35.1,21.3,27.7,32.9,21.3,27.1,12.3,44.3,0,0,0,,,,,20.5,277.6,1007.9,18.4,2.5,,,,,2001-10-14T06:21:08,2001-10-14T17:52:46,0.97,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
10/15/2001,33.1,18.3,25.8,31.1,18.3,25.1,9.7,39.3,0,0,0,,,,,18.4,274.3,1010,0,2.6,,,,,2001-10-15T06:21:44,2001-10-15T17:51:43,0.99,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
10/16/2001,34.1,18.3,25.4,31.9,18.3,24.8,11.2,44.5,0,0,0,,,,,14.8,286.3,1010.5,0,1.9,,,,,2001-10-16T06:22:20,2001-10-16T17:50:41,1,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
10/17/2001,33.1,17.2,25.2,31.1,17.2,24.6,10.6,43.4,0,0,0,,,,,16.6,336.8,1009.9,0,1.8,,,,,2001-10-17T06:22:56,2001-10-17T17:49:39,0,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
10/18/2001,34.1,17.6,25.5,31.8,17.6,24.8,9.9,41.3,0,0,0,,,,,18.4,281.2,1009.5,0,2.1,,,,,2001-10-18T06:23:33,2001-10-18T17:48:38,0.02,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
10/19/2001,36.1,17.3,26.9,33.4,17.3,26,9.3,38.1,0,0,0,,,,,18.4,290.7,1011.2,0,2.5,,,,,2001-10-19T06:24:11,2001-10-19T17:47:38,0.05,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
10/20/2001,35.1,17.5,26.3,33.2,17.5,25.9,12.2,45.3,0,0,0,,,,,9.4,44.9,1012.1,0,1.8,,,,,2001-10-20T06:24:49,2001-10-20T17:46:39,0.08,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
10/21/2001,36.1,18.1,26.6,36.4,18.1,27,17.7,61.1,0,0,0,,,,,11.2,99,1011.6,0,1.8,,,,,2001-10-21T06:25:27,2001-10-21T17:45:40,0.13,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
10/22/2001,35.1,19.5,27.1,34.1,19.5,27,16.2,55.8,0,0,0,,,,,11.2,90.7,1012.1,0,1.9,,,,,2001-10-22T06:26:06,2001-10-22T17:44:43,0.17,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
10/23/2001,35.1,20,27.4,33.8,20,27.1,15.7,53,0,0,0,,,,,13,311.4,1012.3,0,1.6,,,,,2001-10-23T06:26:45,2001-10-23T17:43:46,0.22,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
10/24/2001,34.1,19.2,26.4,33,19.2,26.3,15.2,53.3,0,0,0,,,,,14.8,291.3,1010.5,0,1.5,,,,,2001-10-24T06:27:24,2001-10-24T17:42:51,0.27,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
10/25/2001,36.1,19.9,28,34,19.9,27.3,13.2,44.7,0,0,0,,,,,9.4,260.3,1007.5,0,2,,,,,2001-10-25T06:28:04,2001-10-25T17:41:56,0.32,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
10/26/2001,34.1,19.4,26.7,35,19.4,26.8,16.9,58.3,0,0,0,,,,,9.4,95.1,1008.2,0.2,1.6,,,,,2001-10-26T06:28:45,2001-10-26T17:41:03,0.36,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
10/27/2001,34.1,20.1,26.7,34.2,20.1,26.6,16.7,58.5,0,0,0,,,,,11.2,103.3,1011,0,1.9,,,,,2001-10-27T06:29:26,2001-10-27T17:40:10,0.4,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
10/28/2001,34.1,20,26.7,33.1,20,26.7,16.5,56.2,0,0,0,,,,,13,88.2,1011.6,0.2,1.8,,,,,2001-10-28T06:30:07,2001-10-28T17:39:19,0.44,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
10/29/2001,35.1,19.9,27,34.4,19.9,26.9,15.8,53.7,0,0,0,,,,,11.2,126.2,1010.8,0,1.9,,,,,2001-10-29T06:30:49,2001-10-29T17:38:29,0.46,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
10/30/2001,35.1,19.4,27.2,33.5,19.4,26.8,14.8,51.1,0,0,0,,,,,7.8,98.5,1010.5,0,2,,,,,2001-10-30T06:31:31,2001-10-30T17:37:39,0.48,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
10/31/2001,36.1,19,26.7,34.3,19,26.4,15.1,53.8,0,0,0,,,,,7.6,49.7,1009.7,0,1.4,,,,,2001-10-31T06:32:13,2001-10-31T17:36:51,0.5,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
11/1/2001,35.1,19.3,26.9,34.2,19.3,26.7,15.4,53.4,0,0,0,,,,,13,306.1,1011,0,1.6,,,,,2001-11-01T06:32:56,2001-11-01T17:36:05,0.5,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
11/2/2001,36.1,19.2,27.5,34.2,19.2,26.9,13.5,47.6,0,0,0,,,,,18.4,309.8,1011.4,0,2.2,,,,,2001-11-02T06:33:40,2001-11-02T17:35:19,0.51,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
11/3/2001,35.1,19.1,27.6,33.5,19.1,27.1,13.1,44.1,0,0,0,,,,,14.8,106.6,1009.9,7.4,1.8,,,,,2001-11-03T06:34:24,2001-11-03T17:34:35,0.53,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
11/4/2001,34.1,19.7,26.7,31.9,19.7,26.1,11.4,42.3,0,0,0,,,,,22.3,272.8,1010.1,0.4,2.5,,,,,2001-11-04T06:35:08,2001-11-04T17:33:52,0.56,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
11/5/2001,31.1,18.1,24.4,29.3,18.1,24,12,51.2,0,0,0,,,,,11.2,259.2,1012.9,4.1,2,,,,,2001-11-05T06:35:52,2001-11-05T17:33:10,0.6,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
11/6/2001,28.1,17.2,22.6,27.3,17.2,22.5,12.2,53.5,3.02,100,20.83,rain,,,,24.1,55,1014.6,49.8,2,,,,,2001-11-06T06:36:37,2001-11-06T17:32:30,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"4,218,209,999,942,180,000,000"
11/7/2001,28.4,15.2,21.5,27.7,15.2,21.3,12.5,59.7,1.812,100,12.5,rain,,,,11.2,39.6,1015.2,9.5,2.2,,,,,2001-11-07T06:37:23,2001-11-07T17:31:50,0.7,Rain,Clear conditions throughout the day with rain clearing later.,rain,"4,218,209,999,942,180,000,000"
11/8/2001,28.1,14.4,20.6,27,14.4,20.4,10.2,55,0,0,0,,,,,13,293.9,1014.6,0.4,1.7,,,,,2001-11-08T06:38:08,2001-11-08T17:31:13,0.75,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
11/9/2001,28.1,14,20.6,27,14,20.4,8.4,48.6,0,0,0,,,,,18.4,302.7,1014.4,0,1.7,,,,,2001-11-09T06:38:54,2001-11-09T17:30:36,0.81,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
11/10/2001,29.1,12.5,20.9,27.8,12.5,20.6,7,45.2,0,0,0,,,,,9.4,297.1,1014.2,0,2.1,,,,,2001-11-10T06:39:41,2001-11-10T17:30:02,0.87,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
11/11/2001,29.1,12.7,20.8,27.7,12.7,20.6,8.1,47.4,0,0,0,,,,,16.6,340.1,1013.8,0,1.5,,,,,2001-11-11T06:40:27,2001-11-11T17:29:28,0.91,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
11/12/2001,30.1,13.4,21.5,28.6,13.4,21.2,9,49.1,0,0,0,,,,,22.3,316.9,1014.3,0,1.7,,,,,2001-11-12T06:41:14,2001-11-12T17:28:56,0.95,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
11/13/2001,30.1,12.7,21,29.4,12.7,20.8,8.6,48.5,0,0,0,,,,,14.8,288.5,1014.7,0,1.9,,,,,2001-11-13T06:42:02,2001-11-13T17:28:25,0.98,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
11/14/2001,30.1,13,20.6,28.5,13,20.4,8.2,47.6,0,0,0,,,,,7.6,271.5,1015,0,1.8,,,,,2001-11-14T06:42:49,2001-11-14T17:27:56,1,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
11/15/2001,29.1,13.3,20.7,28.2,13.3,20.5,10.8,56,0,0,0,,,,,7.6,331,1015,0,1,,,,,2001-11-15T06:43:37,2001-11-15T17:27:29,0,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
11/16/2001,28.6,13.3,21,30.1,13.3,20.9,12.6,61.3,0,0,0,,,,,9.4,63.7,1015.1,0,1.1,,,,,2001-11-16T06:44:24,2001-11-16T17:27:03,0.01,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
11/17/2001,29.1,13.4,20.1,28.2,13.4,20,12.7,65.2,0,0,0,,,,,5.4,318.6,1015.2,0,1,,,,,2001-11-17T06:45:12,2001-11-17T17:26:38,0.03,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
11/18/2001,29.1,13.8,19.9,27.7,13.8,19.7,10.5,57.9,0,0,0,,,,,18.4,279.6,1015.8,0,1.3,,,,,2001-11-18T06:46:00,2001-11-18T17:26:15,0.06,Clear,Clear conditions throughout the day.,clear-day,"4,218,209,999,942,180,000,000"
